,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
8528,France,"This grand estate was once a hunting ground for an even grander nearby chateau. The cru wine that's now produced here is crisp and fruity, streaked through with acidity and red currants. It has a touch of tannin as well as minerality. Drink from late 2017.",Château de Nervers,87,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2015 Château de Nervers  (Brouilly),Gamay,Georges Duboeuf,red,no
8529,France,"This is a family-owned estate whose wines is made by Georges Duboeuf. It is structured and firmly concentrated, more tannin than fruit. That gives the wine a lean character that seems to miss out on fleshy and fruit. Give it a little time and drink from late 2017.",Clos des Quatres Vents,87,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2015 Clos des Quatres Vents  (Fleurie),Gamay,Georges Duboeuf,red,no
8547,France,The Chermette family has produced a rich generous cru wine. It is structured and dense with some firm tannins from maturing in wood. It also has a generous black plum and cherry fruits that are developing well. Drink this wine from late 2017.,Les Garants,93,27.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine du Vissoux 2015 Les Garants  (Fleurie),Gamay,Domaine du Vissoux,red,no
8554,France,"Produced from old vines in the Côte du Py on the slopes of an extinct volcano, this cru wine is structured with generous black fruits and a series of ripe tannins and balanced acidity. It has the structure and density to age while also having a light touch of black cherry fruit. Drink from 2019.",Côte du Py Vieilles Vignes,93,24.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Stéphane Aviron 2015 Côte du Py Vieilles Vignes  (Morgon),Gamay,Stéphane Aviron,red,no
8558,France,"Although he is based in the Terres Dorées (golden earth) region of southern Beaujolais, this producer has an enviable palate of vineyards in the crus to the north. This wine comes from one. It has structure, density and a a solid core of both tannins and rich fruit. Drink from 2018.",Terres Dorées Grille-Midi,93,32.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Jean-Paul Brun 2015 Terres Dorées Grille-Midi  (Fleurie),Gamay,Jean-Paul Brun,red,no
8583,France,"Rounded, and rich, this is touched with spicy wood and has plenty of black berry fruits. A solid structure, some fruit tannin and plenty of red-plum-skin edge finishes ripe.",Cuvée Prestige,89,,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine du Clos du Fief 2006 Cuvée Prestige  (Juliénas),Gamay,Domaine du Clos du Fief,red,no
8594,France,"Made from old vines and aged in wood, this is a rich, dense, now mature wine. The bright red fruit is softened by the wood, rounded out, then balanced with tannins.",Cuvée Prestige,89,,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Domaine Cheysson 2005 Cuvée Prestige  (Chiroubles),Gamay,Domaine Cheysson,red,no
8604,France,"Good structured fruit, with ripe sweet cherry flavors, appears alongside hints of raspberries. Fresh, but with some weight and solidity.",Vieilles Vignes,88,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Château du Châtelard 2007 Vieilles Vignes  (Beaujolais-Villages),Gamay,Château du Châtelard,red,no
8642,France,"This wine, solid and dense, is full of firm tannins as well as red cherry fruits. It's also fruity, with a great juicy character that permeates right through the wine. For drinking now, but better kept for 2–3 years.",Domaine de Lavernée,89,,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine de Lavernée  (Chiroubles),Gamay,Georges Duboeuf,red,no
8768,France,"This serious, solid wine has all the structure of Morgon with its firm, mineral texture. Rich and full-bodied, it's packed with dark plum and blackberry fruits as well as firm, ageworthy tannins. Drink from 2015.",Hiver Gourmand,89,18.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2013 Hiver Gourmand  (Morgon),Gamay,Vignerons de Bel Air,red,no
8916,France,"Puy means a hill, and the steep slopes of the Côte du Puy offer great exposure for the vines. The result is a densely structured, very muscular wine that shows richness as well as dark tannins. The aftertaste is sweet, streaked with acidity.",Côte du Puy,92,29.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine Jean Foillard 2006 Côte du Puy  (Morgon),Gamay,Domaine Jean Foillard,red,no
8922,France,"There's an explosion of rich, intense fruit here: dried prunes, black plums and even some licorice. The wine is attractively edged with wood, giving a fine, ripe finish.",Cuvée Spéciale,92,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine Chignard 2006 Cuvée Spéciale  (Fleurie),Gamay,Domaine Chignard,red,no
8925,France,"Aged in wood, this cuvée is powerful, ripe and intense. The jellied red fruits are all sweet and rich, touched by acidity but mainly with good depth of flavor and structure. It would even be worth aging this for another year.",Cuvée Tradition,91,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Château du Châtelard 2006 Cuvée Tradition  (Fleurie),Gamay,Château du Châtelard,red,no
8928,France,"Gamay often becomes more like Pinot Noir as it ages. That's true of this wine, which displays strawberry and spice flavors, as well as an element of minerality. The aftertaste has ripe blackberry jelly.",Cuvée Spéciale,91,22.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine Chignard 2005 Cuvée Spéciale  (Fleurie),Gamay,Domaine Chignard,red,no
8939,France,"A very structured wine with tannins and dense fruit. Very Pinot Noir-like in its richness, smoothness and plum flavors. Deliciously rich and velvety smooth.",Gamay,91,30.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Jean-Paul Thevenet 2006  Morgon,Gamay,Jean-Paul Thevenet,red,no
8946,France,"An attractively fruity wine, this is rich in cherry and light spice flavors and is laden with acidity. It has a dry set of tannins, but it is so densely juicy that it is ready to drink now.",Gamay,89,22.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Clos de Haute-Combe 2011  Juliénas,Gamay,Clos de Haute-Combe,red,no
8948,France,"Powerful and concentrated, this has a dark red-plum flavor and solid tannins. It is dense, and it shows the structure of the vintage. This is worth aging, and it certainly needs food to show at its best.",Gamay,89,16.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine des Nugues 2010  Beaujolais-Villages,Gamay,Domaine des Nugues,red,no
8958,France,"Firm tannins set this wine on a path to aging. At the same time, it has a fine layer of intense fruitiness, and it is crisp and packed with blackberry fruit. It has the typical minerality and structure of Juliénas, so give it 2–3 years.",Les Mouilles,89,22.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Pardon et Fils 2011 Les Mouilles  (Juliénas),Gamay,Pardon et Fils,red,no
9079,France,"This is a structured wine, with solid tannins as well as bright red fruits that are developing well. The structure and dry core will allow this single-vineyard wine to age well. Drink from 2019.",Les Moriers,89,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Vignobles Bulliat 2016 Les Moriers  (Fleurie),Gamay,Vignobles Bulliat,red,no
9087,France,"This is a serious, tannic wine that has a mineral edge to go with the tight fruit. It is, in fact, ageworthy—for a year or two, with the dry character needs to soften. At the end, the sweet Gamay fruits triumph.",Séléction,88,,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Georges Duboeuf 2008 Séléction  (Saint-Amour),Gamay,Georges Duboeuf,red,no
9272,France,"Still young, this wine has considerable acidity that is surprising. Its cherry fruits are fresh with soft tannins and a juicy aftertaste. It needs another six months to calm down. Drink from summer 2016.",Les Crêtes,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Les Crêtes  (Beaujolais-Villages),Gamay,Vignerons de Bel Air,red,no
9291,France,"In keeping with the good quality of 2015's Beaujolais Nouveau, this is a ripe red fruit and black cherry flavored wine. It has really fresh, juicy acidity and the softest tannins. It's a bright, fruity wine that is just waiting to drink.",Nouveau,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de la Madone 2015 Nouveau  (Beaujolais-Villages),Gamay,Domaine de la Madone,red,no
9306,France,"This solid and dense wine has firm tannins as well as juicy fruitiness. It is dark, rich and full of black fruits that are cut with intense acidity. It needs to age further, so drink from 2015.",Les Charmes,92,24.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Château de Bellevue 2011 Les Charmes  (Morgon),Gamay,Château de Bellevue,red,no
9702,France,"Simple juicy fruit, just touched by tannins, but more driven by ripe plum juice and the brightest, delicious acidity.",Gamay,86,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Barton & Guestier 2008  Beaujolais-Villages,Gamay,Barton & Guestier,red,no
9842,France,"This soft wine is fruity, spicy and full of juicy red fruits. It offers plenty of acidity as well as a layer of tannins. An easy, open wine, it is ready to drink.",Bel-Air,86,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Vignerons de Bel Air 2016 Bel-Air  (Beaujolais-Villages),Gamay,Vignerons de Bel Air,red,no
10173,France,"Dominated by red fruits, this wine also has the structure of 2010. It is firm and concentrated while always fruity and accessible. It could be kept for a few months, but really is ready to drink now.",Château de Saint-Lager,87,15.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Château de Pizay 2010 Château de Saint-Lager  (Brouilly),Gamay,Château de Pizay,red,no
10178,France,"Showing definite maturity, this remains a solid, chunky wine. It has richness as well as a light structure of acidity and raspberries. It is very ready to drink now.",Réserve Caveau Vieilles Vignes,87,26.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Loron et Fils 2005 Réserve Caveau Vieilles Vignes  (Moulin-à-Vent),Gamay,Loron et Fils,red,no
10388,France,"This is a dense and rich wine, showing the power of a Morgon and the ripeness of the vintage. It is full bodied, dense and firmly tannic, with red plum and sweet cherry flavors. Keep this fine wine for another 2–3 years.",Réserve Louis Leyre-Loup Cuvée d'Exception,91,,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2009 Réserve Louis Leyre-Loup Cuvée d'Exception  (Morgon),Gamay,Domaine de Leyre-Loup,red,no
10392,France,"This big, burly effort is structured and solidly textured. It has weight accompanying the blackberry flavor, with a firm character that demands aging over at least 18 months. The finish is still firm and concentrated.",Domaine Mont Chavy,91,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine Mont Chavy  (Morgon),Gamay,Georges Duboeuf,red,no
10407,France,"A solid and chunky wine, this balances a rich structure with ripe, rounded fruit. Acidity cuts through the complex texture to give a juicy, fragrant feel. It's worth aging another year.",Cuvée Prestige,91,,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2009 Cuvée Prestige  (Morgon),Gamay,Georges Duboeuf,red,no
10495,France,"Ripe red fruits are aided by a core of dark tannin to give this wine good intensity. There is acidity, followed by bubbling fruit, topped with berries and spice. Worth keeping until next year.",Vayolette,88,20.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Domaine du Moulin Berger 2007 Vayolette  (Juliénas),Gamay,Domaine du Moulin Berger,red,no
10497,France,"With nearly 200 acres of vines, this is one of the largest Beaujolais estates. This Brouilly is ripe, raspberry-flavored, with fine sweet fruits and a tight core of tannin. The essential acidity is well balanced.",Château de Pierreux,88,17.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Mommessin 2006 Château de Pierreux  (Brouilly),Gamay,Mommessin,red,no
10656,France,"For a simple Beaujolais, this is an intensely rich wine with toast spice coming through the black cherry fruit. The tannins give a ripe structure. All the time, the wine remains true to its fruity origins.",Cuvée de la Platière,87,25.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Chasselay 2010 Cuvée de la Platière  (Beaujolais),Gamay,Domaine Chasselay,red,no
10865,France,"This Fleurie in the small production Prestige range shows firm tannins and structured fruit. It has a dry character, the fruitiness still developing as it ages. Acidity, a dark core and black cherry fruits promise aging for 2–3 years.",Prestige,91,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2011 Prestige  (Fleurie),Gamay,Georges Duboeuf,red,no
10944,France,"A soft and fruity wine, this is ripe with dark cherry and spice flavors. A hint of bananas from the fermentation spoils the rest of the ripe fruitiness of this ready-to-drink wine.",Collection,86,18.0,Beaujolais,Côte de Brouilly,,Roger Voss,@vossroger,L. Tramier & Fils 2014 Collection  (Côte de Brouilly),Gamay,L. Tramier & Fils,red,no
10950,France,"This wine, made from organically grown grapes, is ripe, full of red-cherry fruits and soft tannins. It is an immediately attractive wine, packed with fruitiness and ready to drink. The village of Leynes is on the border between Beaujolais and Macon.",Cuvée Jadis Le Clos,86,34.0,Beaujolais,Beaujolais-Leynes,,Roger Voss,@vossroger,Château de Lavernette 2014 Cuvée Jadis Le Clos  (Beaujolais-Leynes),Gamay,Château de Lavernette,red,no
11025,France,"Simple but with depth, this wine has structure and some good tannins, along with the bright cherry fruit flavors and balanced acidity. It's a wine to drink now, full of flavor and ripe fruits.",Gamay,87,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine de la Prébende 2011  Beaujolais,Gamay,Domaine de la Prébende,red,no
11515,France,"Full-bodied wine that is soft, washing easily over the palate. The downside is that it lacks definition, the tannic structure lost in the velvet texture. Drink now.",Château de la Perrière,86,,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2009 Château de la Perrière  (Brouilly),Gamay,Georges Duboeuf,red,no
11582,France,"This ripe, generous wine is full of the bold red fruits of this fine vintage. It also has structure, spicy wood flavors and a rich, full character. With its juicy acidity in the background and its impressive density, the wine is going to age a little longer. It will be best from late 2018.",Gamay,91,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine de Roche-Guillon 2015  Fleurie,Gamay,Domaine de Roche-Guillon,red,no
