,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
13354,South Africa,"From one of South Africa's top Chenin Blanc producers, this Chenin is pretty and accessible, with waves of lemon, orange and citrus on the nose and fresh fruit flavors of pineapple and apple on the palate. Clean but balanced, it's both elegant and embraceable.",Chenin Blanc,85,23.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Raats Family 2006 Chenin Blanc (Stellenbosch),Chenin Blanc,Raats Family,white,no
13487,France,"An old-vine wine that was aged in clay amphoras, this is a ripe, honeyed, gently oxidized wine. This aging gives a lift to the pineapple and green plum fruit flavors that are shot through with acidity. It's a rich wine both from the oxidation and from the really ripe fruits. Age this complex wine until 2019.",Ephata,93,,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine du Clos de l'Elu 2013 Ephata Chenin Blanc (Anjou),Chenin Blanc,Domaine du Clos de l'Elu,white,no
13664,France,"Creamy, soft, but pricked with high acidity, this dry sparkling wine from Montlouis is made from Chenin Blanc. In the mouth, there's an herbal element, vivid acidity and a crisp aftertaste.",Brut,86,,Loire Valley,Montlouis-sur-Loire,,Roger Voss,@vossroger,Domaine les Loges de la Folie NV Brut  (Montlouis-sur-Loire),Chenin Blanc,Domaine les Loges de la Folie,white,no
13755,France,"Still very young, this is an off-dry wine with bright acidity. The wine is not in balance with the sweetness clashing with the fruit. It could come together in a year, but that is somewhat doubtful.",Chenin Blanc,83,12.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Sauvion 2013  Vouvray,Chenin Blanc,Sauvion,white,no
13929,France,"Aged in acacia wood barrels, which give less wood flavor than oak, this is an attractive, lightly oxidized wine with a toasty edge, very dry with almond and honeyed fruit flavors.",Chenin Blanc,89,16.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Château de Fesles 2009 Chenin Blanc (Anjou),Chenin Blanc,Château de Fesles,white,no
14456,France,"A luscious sweet wine, very honeyed and liquorous. As a complete contrast, the wine has that intense acidity that is the hallmark of Loire sweet wines. The combination is a fragrant nectar that will benefit from aging.",Réserve Personelle,91,50.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Gaudrelle 2009 Réserve Personelle  (Vouvray),Chenin Blanc,Château Gaudrelle,white,no
14459,France,"A wonderfully fruity, dry wine, it is exuberantly Chenin Blanc, with its ripe honey and pear flavors. It tastes of almonds, rounded with a rich texture and finished with acidity. The wine is both impressive and delicious.",L'Insolite,91,35.0,Loire Valley,Saumur,,Roger Voss,@vossroger,Domaine des Roches Neuves 2011 L'Insolite  (Saumur),Chenin Blanc,Domaine des Roches Neuves,white,no
15411,US,"A mix of lemon candy and apple Jolly Rancher overtakes a floral, fruity nose in this medium-bodied, concentrated and creamy wine. A severe streak of acidity shows on the finish.",Dry,85,40.0,California,St. Helena,Napa,Virginie Boone,@vboone,Casa Nuestra 2015 Dry Chenin Blanc (St. Helena),Chenin Blanc,Casa Nuestra,white,no
15432,France,"This ripe, complex wine offers a delicate combination of apple, lemon and honey, with a mineral texture. Balanced already although likely to age well, it is full of fruit, with a more steely texture at the end. Drink now for the fruit, but it will be better to wait until 2018.",Sec,90,16.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine de Vaugondy 2015 Sec  (Vouvray),Chenin Blanc,Domaine de Vaugondy,white,no
15951,France,"This wine is attractively fruity, just off dry, offering creamed pear flavors cut with fresh acidity. Full of white flower perfumes, it's crisp and light in texture. Drink now.",Le Grand Caillou,86,14.0,France Other,Vin de France,,Roger Voss,@vossroger,Patient Cottat 2013 Le Grand Caillou Chenin Blanc (Vin de France),Chenin Blanc,Patient Cottat,white,no
15953,South Africa,"Soft floral and sweet grass aromas dance in the delicate bouquet of this wine, with supporting fruity notes of lemon peel and firm pear. The mouthfeel is light and breezy, with ample acidity that enlivens the palate and finishes briskly.",Chenin Blanc,85,11.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,La Capra Presented by Fairview 2014 Chenin Blanc (Coastal Region),Chenin Blanc,La Capra Presented by Fairview,white,no
15956,France,"This is a medium-sweet wine, very fresh while also with some richness. A creamed-apple texture is given a more exotic touch with white peach flavors and freshened with bright acidity. It would be good with Asian food. Drink now.",Passeport,85,10.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Barton & Guestier 2014 Passeport  (Vouvray),Chenin Blanc,Barton & Guestier,white,no
16231,South Africa,"This is a bright and easy-drinking selection that opens with scents of green apple, pear and lemon-lime citrus. There's a slight weight to the palate, but it's immediately lifted by lively, cleansing acidity followed by a mouthwatering  finish. Drink now.",(Steen),87,11.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,MAN Vintners 2012 (Steen) Chenin Blanc (Coastal Region),Chenin Blanc,MAN Vintners,white,no
16532,France,"This wine comes from a vineyard, created in 1894, in which the vines are planted against walls to get the maximum reflected heat. It is a majestic wine—a smooth wave, opulent and rich with intense acidity and just a hint of spice. The wine is just ready to drink, although it will be even more impressive from 2018.",Clos d'Entre les Murs,95,120.0,Loire Valley,Saumur,,Roger Voss,@vossroger,Château de Parnay 2011 Clos d'Entre les Murs  (Saumur),Chenin Blanc,Château de Parnay,white,no
16764,South Africa,"Winemaker: Teddy Hall. This is a superrich and opulent expression of Chenin, with loads of woody influence throughout. The bouquet offers oodles of wood-grilled apple and baking spice  aromas, which carry through to the toasty, mouthfilling palate. Flavors of spiced orange peel and creamed melon help in fleshing out the palate, while the finish reverts back to endless oaky spice.",Cape Winemakers Guild Hendrik Biebouw,89,,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Teddy Hall 2015 Cape Winemakers Guild Hendrik Biebouw Chenin Blanc (Stellenbosch),Chenin Blanc,Teddy Hall,white,no
16769,South Africa,"Winemaker: Andrea Mullineux. This is a rich and slightly oxidative expression of Chenin, with notes of dried straw, waxy melon, orange pith and toasted apple skin throughout. It's medium in weight, with an opulent, flat-feeling mouthfeel that's not quite fully lifted through the close. Drink now.",Cape Winemakers Guild Trifecta,87,,Swartland,,,Lauren Buzzeo,@laurbuzz,Mullineux 2014 Cape Winemakers Guild Trifecta Chenin Blanc (Swartland),Chenin Blanc,Mullineux,white,no
17634,South Africa,"Barely ripe tropical fruit notes are paired with scents of fresh orange supremes, red apple, beeswax and a hint of honeydew in the nose and mouth. Lively and lifed with a hint of woody spice that lingers on the finish.",Chenin Blanc,87,14.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Leopard's Leap 2011 Chenin Blanc (Western Cape),Chenin Blanc,Leopard's Leap,white,no
17673,France,"A dry Vouvray, crisp and rich, this brings out all the complexity of Chenin Blanc. Nuts, yellow fruits and green apple flavors are well integrated and balanced. A light spice aftertaste gives an exotic finish. Drink now, or age until 2018.",Clos le Vigneau,92,19.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Alexandre Monmousseau 2013 Clos le Vigneau  (Vouvray),Chenin Blanc,Alexandre Monmousseau,white,no
17946,France,"Not quite dry, this offers flavors of honey and almonds, with a fresh element that brings in a more textured, mineral character. Ripe pears and fresh acidity shine through at the end.",Marie de Beauregard,88,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Saget la Perrière 2013 Marie de Beauregard  (Vouvray),Chenin Blanc,Saget la Perrière,white,no
18120,France,"Just beginning to show its age, this is a wine that was once beautifully sweet. Now, it is the acidity that is coming through, emphasizing orange juice rather than honey. It's now become a food wine, ready for fish with the local beurre blanc sauce.",Les Larmes de Bacchus,89,103.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Pichot 1995 Les Larmes de Bacchus  (Vouvray),Chenin Blanc,Domaine Pichot,white,no
18387,France,"It would be a shame to drink this lightly sweet wine now, even though it is delicious. Rather wait to bring out a more honeyed character, attractive almond and sweet pear flavors and a fuller texture. Drink from 2016.",Chenin Blanc,88,18.0,Loire Valley,Coteaux du Layon,,Roger Voss,@vossroger,Château de la Roulerie 2013 Chenin Blanc (Coteaux du Layon),Chenin Blanc,Château de la Roulerie,white,no
18429,South Africa,"Seductive and forward, the Avec Chêne (with wood) boasts intense aromas of vanilla, butter and cream that frame the superripe peach and guava fruits. A touch of honey and sweet spice add depth to the round, creamy-textured palate. Rich but not overdone, with a sweet orange oil lift to the long, evolving finish. Drink 2013-2015.",Avec Chêne,91,35.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Simonsig 2010 Avec Chêne Chenin Blanc (Stellenbosch),Chenin Blanc,Simonsig,white,no
18748,France,"While this wine is certainly dry, it holds a hint of honey in the baked-apple flavor and tight texture. It's still very young and needs to open up until 2015 to give a less shocking, more rounded acidity.",Les Grandes Brosses,88,14.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Château de la Roulerie 2013 Les Grandes Brosses Chenin Blanc (Anjou),Chenin Blanc,Château de la Roulerie,white,no
18780,US,"Organically farmed grapes from an estate vineyard comprise this 100% varietal wine, another unusual offering from the Napa Valley. Dry, as advertised, it's fruity and medium bodied, with a taste of waxy apricot and melon.",Old Vines Dry,88,35.0,California,St. Helena,Napa,Virginie Boone,@vboone,Casa Nuestra 2014 Old Vines Dry Chenin Blanc (St. Helena),Chenin Blanc,Casa Nuestra,white,no
18844,France,"Fermented only once in bottle, this wine is made in a traditional way used before Champagne was created. It's full in the mouth, nutty and rounded. It has ripe white fruits, greengages and a mineral texture. Ready to drink, it is rich and full-bodied.",L'Ancestrale,90,38.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2012 L'Ancestrale  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
18845,France,"Produced from a parcel of old vines, this wood-aged wine has spice as well as white fruits and a touch of honey. It's a generous wine with its toast, almonds and rounded texture. The lightest touch of minerality gives structure and the potential to age. Drink now and until 2020.",Le Peu Morier,90,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2012 Le Peu Morier  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
19127,US,"Almost no one makes a dry chenin anymore. This is off-dry, fruity and simple, showing nothing of the complexity this grape can achieve if treated right. Citrusy fruit, slightly sugary finish.",Chenin Blanc,85,7.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Covey Run 2000 Chenin Blanc (Washington),Chenin Blanc,Covey Run,white,no
19129,US,"A ripe, almost thick, peach-laden wine with big, rich fruit and lots of punch.",Chenin Blanc,87,6.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Kiona 1998 Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Kiona,white,no
19131,US,"Hogue built its reputation with stunningly fruity, crisp, bright white wines such as this, and no one in America does a better fruit-forward Chenin. Delicious, like a New World Vouvray, with the same sweet/sour seduction and food-friendly acids. Best Buy.",Chenin Blanc,87,7.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hogue 1999 Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,Hogue,white,no
19291,France,"There is a good touch of honey here, with attractive fruit flavors and layers of almonds, spice and a ripe finish.",Clos de Nouys Sec,87,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Pierre Chainier 2010 Clos de Nouys Sec  (Vouvray),Chenin Blanc,Pierre Chainier,white,no
19298,France,"A deliciously fruity wine, with flavors of pear, quince and sultanas in a full, ripe sauce. Rich, with good concentration, worth aging for 3–4 years.",Spring,87,26.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2007 Spring  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
19776,US,"This is the first Chenin Blanc from this up-and-coming winery. All native yeast fermented and aged in stainless steel, the aromas pop, with notes of pear, apple, lees and melon. Sleek in style, it brings a sense of brightness and purity of flavor and bright acids. Very varietally correct, it's a compelling example of Chenin in the state. Pair it with food to see it at its best.",Stoneridge Vineyard,90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,W.T. Vintners 2016 Stoneridge Vineyard Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,W.T. Vintners,white,no
20113,France,"Produced in clay amphoras from organically grown grapes, this is an almost honeyed wine even though it's dry. It is richly textured and ripe, with floral and bitter spice tones. Enjoy from 2017.",K-Libre 1040,88,27.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Clos Troteligotte 2014 K-Libre 1040 Chenin Blanc (Côtes du Lot),Chenin Blanc,Clos Troteligotte,white,no
20359,US,"Kiona's ice wines are legendary, and this latest is as excellent as any they've done. Butterscotch scents invite further exploration. As the wine coats the mouth, it comes into lush focus with brown sugar, molasses, vanilla, cooked banana and more butterscotch. It's low in alcohol, but maintains sufficient acidity to stay buoyant and lively. Residual sugar is a hefty 170 g/L.",Ice Wine,94,25.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Kiona 2012 Ice Wine Chenin Blanc (Red Mountain),Chenin Blanc,Kiona,white,no
